id,x,y,z
134832,-4.67979,-0.506352,0.85889
135122,-3.65195,0.230943,-0.894766
135287,-3.21421,-0.634869,-1.6041
135493,-3.08931,-1.30486,-2.16522
135770,-1.3728,-3.17025,-1.79743
135946,-1.84717,-2.5548,-2.87093
136083,-2.63745,-2.6242,-2.26607
136280,-2.48432,-4.80033,-0.741645
136437,-0.938204,-4.59897,-2.10039
136658,-1.00093,-2.49408,-3.28079
136808,-1.31253,-4.51094,-3.55048
137132,0.601418,-3.85639,-3.89521
137315,1.77554,-3.15039,-2.10372
137465,2.51408,-2.75974,-2.59623
137636,2.18542,-4.30292,-4.832
137943,3.46183,-4.77922,-3.47789
138182,4.42803,-4.83194,-3.75222
138352,3.98509,-4.43633,-3.15706
138467,4.86922,-4.87766,-4.73244
138756,4.62901,-3.34004,-4.62249
138815,4.48346,-2.91139,-4.4924
139042,4.68925,-4.2055,-4.47037
139309,4.58292,-4.76166,-2.14345
139566,3.20543,-4.71781,-2.46578
139671,3.03135,-4.58018,-3.65459
139837,4.80877,-2.19948,-4.18034
140122,4.66257,-0.049724,-4.42832
140364,4.33011,0.457436,-4.0912
140492,4.48306,-0.399905,-4.84027
140762,2.94258,-1.02663,-3.87069
140939,3.25958,-1.6546,-3.93417
141098,1.49524,-0.373118,-1.9901
141234,0.869489,0.866322,-1.22406
141500,-0.0310229,1.3971,1.36532
