id,x,y,z
147812,8.7081,7.7553,8.14858
148054,7.68674,8.22731,7.37608
148302,7.73517,8.37702,7.24824
148500,7.72448,7.37189,7.84026
148791,7.77451,7.44721,7.58044
148983,7.77401,7.42019,7.74881
149144,7.39612,7.42895,7.61566
149225,8.00332,7.06192,7.5168
149433,7.60863,6.66935,7.65241
149690,8.3137,7.91185,7.37144
149936,7.97104,7.77343,7.78863
150125,8.62217,7.76165,7.50271
150330,7.98867,7.30282,7.33931
150568,7.48704,7.71763,7.71581
150677,7.81026,7.89517,7.45875
150975,7.58828,7.53332,7.2918
151018,6.82453,7.676,7.46214
151288,7.68838,8.2272,7.3606
151477,7.972,7.47194,7.69362
151671,7.49618,7.75498,7.60171
151988,7.76091,8.34937,7.89613
152182,8.00596,7.55949,7.76404
152331,7.45687,7.85696,7.7996
152449,7.23921,8.00433,7.89024
152650,7.93958,7.44134,7.82631
152873,7.63755,7.63267,7.97967
153058,7.4927,7.6446,8.08313
153332,7.52778,7.56614,7.18855
153487,7.1285,7.79582,6.81947
153756,7.59277,7.26553,7.65659
153988,7.4683,7.34212,8.16116
154130,7.27012,7.84672,8.10448
154325,7.45998,7.77265,7.57943
154404,8.09229,7.42996,8.0854
154746,7.90206,8.02216,8.3758
154844,7.44782,8.35112,7.74229
155175,7.98188,8.13951,7.79684
155237,7.29565,7.64759,8.21563
